Epoch	Flow_Speed	Flow_Elevation_Angle	Flow_Azimuth_Angle	Proton_Dens	Radial_Proton_Temp			
1974-04-02T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T09:00:00.000Z	374.6	-0.4	0.4	0.1279	7701			
1974-04-02T10:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T11:00:00.000Z	366.6	-1	2.4	0.114	12587			
1974-04-02T12:00:00.000Z	382	0.4	7.7	0.0401	17762			
1974-04-02T13:00:00.000Z	370.4	2.4	-0.3	0.2337	17515			
1974-04-02T14:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T15:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T16:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T17:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T18:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T19:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T20:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-02T21:00:00.000Z	368.1	-0.6	-2.5	0.098	11459			
1974-04-02T22:00:00.000Z	372.7	-0.9	-2.5	0.0673	10019			
1974-04-02T23:00:00.000Z	369.8	-1.5	-3.5	0.0796	13995			
1974-04-03T00:00:00.000Z	381.1	-1.5	0.4	0.1755	12707			
1974-04-03T01:00:00.000Z	376.2	-1.6	-0.8	0.0937	6135			
1974-04-03T02:00:00.000Z	378.2	0.2	-2.7	0.2317	5971			
1974-04-03T03:00:00.000Z	375.8	-1.6	0.2	0.2264	2378			
1974-04-03T04:00:00.000Z	379.1	-1	-1.6	0.2256	2377			
1974-04-03T05:00:00.000Z	383.6	0	-0.5	0.5147	13689			
1974-04-03T06:00:00.000Z	384.2	0	-1.1	0.3683	13328			
1974-04-03T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T09:00:00.000Z	390.9	1.4	-0.2	0.8775	25861			
1974-04-03T10:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T11:00:00.000Z	395.8	0.5	0.9	0.2542	4079			
1974-04-03T12:00:00.000Z	392.9	-1.7	1.9	0.8465	10510			
1974-04-03T13:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T14:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T15:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T16:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T17:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T18:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T19:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T20:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T21:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T22:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-03T23:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T00:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T01:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T02:00:00.000Z	400	1.2	0.7	0.3406	3044			
1974-04-04T03:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T04:00:00.000Z	394.3	-0.1	-0.9	0.2338	6262			
1974-04-04T05:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T06:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T07:00:00.000Z	388.6	-0.1	0.5	0.1938	15371			
1974-04-04T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T09:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T10:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T11:00:00.000Z	385.5	-1.6	-0.5	0.1973	22423			
1974-04-04T12:00:00.000Z	393.7	-0.9	-0.6	0.2225	13376			
1974-04-04T13:00:00.000Z	388.5	-0.8	-0.9	0.3031	19210			
1974-04-04T14:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-04T15:00:00.000Z	388.4	-0.4	-0.6	0.2278	17327			
1974-04-04T16:00:00.000Z	383.3	0.1	-1.6	0.1789	9927			
1974-04-04T17:00:00.000Z	386.7	0	-0.3	0.2017	13178			
1974-04-04T18:00:00.000Z	384.1	-0.1	-1.2	0.1609	14157			
1974-04-04T19:00:00.000Z	390.2	0.5	0.1	0.1554	8062			
1974-04-04T20:00:00.000Z	385	-0.7	-0.1	0.1549	9069			
1974-04-04T21:00:00.000Z	386.5	-0.2	0.7	0.1276	2055			
1974-04-04T22:00:00.000Z	387	0.2	0.8	0.1642	4246			
1974-04-04T23:00:00.000Z	402.7	1	3.3	0.2949	17575			
1974-04-05T00:00:00.000Z	434.2	0.8	6.2	0.429	30092			
1974-04-05T01:00:00.000Z	442	1.9	5.2	0.6566	23052			
1974-04-05T02:00:00.000Z	438.7	0.6	5.3	0.7591	26905			
1974-04-05T03:00:00.000Z	455.1	2.8	6	0.7824	25237			
1974-04-05T04:00:00.000Z	463.3	2	5.6	1.0454	28131			
1974-04-05T05:00:00.000Z	471.2	2.4	5.3	0.6329	37349			
1974-04-05T06:00:00.000Z	467.1	3	6.5	1.0772	41140			
1974-04-05T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T09:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T10:00:00.000Z	468.7	2.7	5.4	0.982	21311			
1974-04-05T11:00:00.000Z	462.4	2.3	4.4	0.9102	25914			
1974-04-05T12:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T13:00:00.000Z	460.3	1.4	5.7	1.458	57374			
1974-04-05T14:00:00.000Z	457.3	0.1	5.5	1.3299	46231			
1974-04-05T15:00:00.000Z	463.1	0.5	5.4	0.6	67343			
1974-04-05T16:00:00.000Z	469.6	-2.2	2.9	0.4113	112505			
1974-04-05T17:00:00.000Z	477.7	-0.1	2.9	0.6173	119909			
1974-04-05T18:00:00.000Z	473.4	0.7	2.1	0.5148	91068			
1974-04-05T19:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T20:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T21:00:00.000Z	508.7	-0.1	-1.9	0.4467	93280			
1974-04-05T22:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-05T23:00:00.000Z	495.1	0.1	-2.6	0.7891	87446			
1974-04-06T00:00:00.000Z	502.8	-0.4	-2.6	0.5977	53227			
1974-04-06T01:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T02:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T03:00:00.000Z	520.6	-2.5	-4.7	0.6705	90613			
1974-04-06T04:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T05:00:00.000Z	508.8	-1.6	-3.6	0.5056	79917			
1974-04-06T06:00:00.000Z	515.2	-2.5	-6	0.6061	85457			
1974-04-06T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T09:00:00.000Z	515.6	-4	-4.8	0.6409	111261			
1974-04-06T10:00:00.000Z	528	-4.1	-5.7	0.5066	103581			
1974-04-06T11:00:00.000Z	541.6	-3.8	-7.7	0.3994	140951			
1974-04-06T12:00:00.000Z	556.7	-6.1	-8.6	0.3439	137819			
1974-04-06T13:00:00.000Z	545.9	-6.3	-7.8	0.3851	189178			
1974-04-06T14:00:00.000Z	536.4	-5.6	-6.4	0.311	177733			
1974-04-06T15:00:00.000Z	535.8	-4.9	-5.2	0.2679	169833			
1974-04-06T16:00:00.000Z	534.6	-4.8	-5.7	0.2847	150471			
1974-04-06T17:00:00.000Z	538.3	-7.2	-7.8	0.3135	155680			
1974-04-06T18:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T19:00:00.000Z	537.8	-6.5	-7.5	0.2714	191646			
1974-04-06T20:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T21:00:00.000Z	546	-6.4	-8.4	0.3281	201238			
1974-04-06T22:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-06T23:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T00:00:00.000Z	532.1	-2.7	-6.4	0.2468	144604			
1974-04-07T01:00:00.000Z	519.4	-1.9	-6.4	0.2394	90279			
1974-04-07T02:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T03:00:00.000Z	504	-2.5	-5	0.2079	90830			
1974-04-07T04:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T05:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T06:00:00.000Z	500.3	-5.6	-4.5	0.2316	76814			
1974-04-07T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T09:00:00.000Z	494.9	0.2	-5.4	0.3298	81449			
1974-04-07T10:00:00.000Z	504.4	-1.4	-5.2	0.2038	57646			
1974-04-07T11:00:00.000Z	503.2	-1.1	-5.7	0.1783	68478			
1974-04-07T12:00:00.000Z	510.4	-0.7	-2.2	0.2083	66202			
1974-04-07T13:00:00.000Z	549.5	0.5	0	0.1387	37540			
1974-04-07T14:00:00.000Z	603.4	1.4	1.8	0.074	37518			
1974-04-07T15:00:00.000Z	614.7	0.5	-0.5	0.1143	56087			
1974-04-07T16:00:00.000Z	621.4	0.7	-0.7	0.078	51159			
1974-04-07T17:00:00.000Z	608.4	0.7	0.3	0.0909	48259			
1974-04-07T18:00:00.000Z	607	0.3	0.1	0.0945	47063			
1974-04-07T19:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T20:00:00.000Z	604.2	0.7	0.7	0.0779	55101			
1974-04-07T21:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T22:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-07T23:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T00:00:00.000Z	611.5	1	-0.9	0.0648	38380			
1974-04-08T01:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T02:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T03:00:00.000Z	624.1	0.5	-0.1	0.1019	55661			
1974-04-08T04:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T05:00:00.000Z	621.5	0.9	7.1	0.1003	149997			
1974-04-08T06:00:00.000Z	623.2	0.6	0.3	0.1022	66549			
1974-04-08T07:00:00.000Z	629.1	2.1	0	0.1145	73068			
1974-04-08T08:00:00.000Z	623.4	1.7	-0.1	0.116	100512			
1974-04-08T09:00:00.000Z	620.9	2.4	-0.2	0.1417	57077			
1974-04-08T10:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T11:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-08T12:00:00.000Z	598.5	-0.4	0.4	0.0899	29118			
1974-04-08T13:00:00.000Z	595	1.2	1.1	0.0624	31281			
1974-04-08T14:00:00.000Z	585.5	0.2	0.3	0.0652	19883			
1974-04-08T15:00:00.000Z	629	1.3	-1	0.0911	18924			
1974-04-08T16:00:00.000Z	630.5	1.8	0.1	0.0757	20240			
1974-04-08T17:00:00.000Z	626.8	2.1	0.2	0.0746	18651			
1974-04-08T18:00:00.000Z	614.2	1.8	0.4	0.0603	23839			
1974-04-08T19:00:00.000Z	612.6	1.8	0.3	0.0889	20724			
1974-04-08T20:00:00.000Z	608.8	1.7	0.4	0.0614	16352			
1974-04-08T21:00:00.000Z	608.8	1.5	0.3	0.0506	14997			
1974-04-08T22:00:00.000Z	593.8	1.3	0.6	0.0531	18529			
1974-04-08T23:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T00:00:00.000Z	566	-0.4	-0.6	0.0636	19377			
1974-04-09T01:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T02:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T03:00:00.000Z	562.7	2.1	-0.6	0.0376	12765			
1974-04-09T04:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T05:00:00.000Z	559.8	1.4	-3.1	0.0986	54292			
1974-04-09T06:00:00.000Z	545.7	1.7	-2.8	0.1306	81350			
1974-04-09T07:00:00.000Z	553.4	1.4	-2.9	0.1217	78007			
1974-04-09T08:00:00.000Z	557.3	2.3	-1.3	0.1265	66237			
1974-04-09T09:00:00.000Z	569.2	2.5	-1.5	0.0991	46978			
1974-04-09T10:00:00.000Z	564.6	4.7	-1.8	0.1104	33898			
1974-04-09T11:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T12:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T13:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T14:00:00.000Z	546.9	1.5	-2.3	0.0767	41707			
1974-04-09T15:00:00.000Z	550.9	0.8	-3.3	0.0921	51100			
1974-04-09T16:00:00.000Z	552.1	1.1	-3.5	0.0727	36704			
1974-04-09T17:00:00.000Z	550.7	0.6	-2.3	0.0873	27668			
1974-04-09T18:00:00.000Z	554.1	0.2	-1.5	0.0375	13886			
1974-04-09T19:00:00.000Z	550.6	-0.6	-1.3	0.0799	23463			
1974-04-09T20:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T21:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-09T22:00:00.000Z	541.7	0.4	-2.1	0.0977	27648			
1974-04-09T23:00:00.000Z	541.1	1.4	-2.5	0.107	49601			
1974-04-10T00:00:00.000Z	542.8	1.5	-1	0.1082	35028			
1974-04-10T01:00:00.000Z	535.1	2.7	-2.9	0.1123	48534			
1974-04-10T02:00:00.000Z	532.2	2.1	0.1	0.0527	64782			
1974-04-10T03:00:00.000Z	536.2	2.3	-0.9	0.0383	26324			
1974-04-10T04:00:00.000Z	543.8	3.3	-0.6	0.0383	41461			
1974-04-10T05:00:00.000Z	598.3	0.7	0.1	0.0475	9013			
1974-04-10T06:00:00.000Z	591.6	0.9	0.4	0.0422	20908			
1974-04-10T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T09:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T10:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T11:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T12:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T13:00:00.000Z	577.9	-1.9	-1.1	0.0362	9675			
1974-04-10T14:00:00.000Z	577.9	-2	-1.1	0.0125	5842			
1974-04-10T15:00:00.000Z	584.3	-2.1	-0.1	0.0282	8892			
1974-04-10T16:00:00.000Z	569.9	-0.4	-7	0.0302	22657			
1974-04-10T17:00:00.000Z	569.5	-1.6	-6.6	0.03	24779			
1974-04-10T18:00:00.000Z	569.9	-0.9	-7	0.0282	32012			
1974-04-10T19:00:00.000Z	569.6	-1.5	-8.4	0.0476	53940			
1974-04-10T20:00:00.000Z	563.5	1	0.6	0.0353	14278			
1974-04-10T21:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-10T22:00:00.000Z	557.5	-0.5	0.7	0.0488	10677			
1974-04-10T23:00:00.000Z	558.1	-1.9	-6.6	0.0308	15791			
1974-04-11T00:00:00.000Z	552.6	-3.3	-6.5	0.027	8802			
1974-04-11T01:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-11T02:00:00.000Z	553.8	-2	-6.7	0.0285	9373			
1974-04-11T03:00:00.000Z	541.2	-4.5	-7.3	0.1236	11457			
1974-04-11T04:00:00.000Z	551	-1.9	-6.8	0.0243	8034			
1974-04-11T05:00:00.000Z	544	-0.3	-4.7	0.0227	18787			
1974-04-11T06:00:00.000Z	542.2	0.1	-3.4	0.0186	19932			
1974-04-11T07:00:00.000Z	542.8	-0.7	-2.6	0.0136	2787			
1974-04-11T08:00:00.000Z	539.2	-0.5	-2.6	0.016	7191			
1974-04-11T09:00:00.000Z	543.1	-0.2	-2.5	0.015	10256			
1974-04-11T10:00:00.000Z	540.7	-0.3	0	0.0252	5557			
1974-04-11T11:00:00.000Z	531.7	0.8	-7.4	0.028	21649			
1974-04-11T12:00:00.000Z	538.4	1.2	-7.8	0.0382	33700			
1974-04-11T13:00:00.000Z	537.5	0.3	-8	0.0315	16749			
1974-04-11T14:00:00.000Z	543.4	0.2	-7.3	0.039	47088			
1974-04-11T15:00:00.000Z	543.9	-1.6	-10.5	0.0695	51631			
1974-04-11T16:00:00.000Z	534.8	-0.9	-10.7	0.0643	39895			
1974-04-11T17:00:00.000Z	526	0.2	-10.1	0.0709	45142			
1974-04-11T18:00:00.000Z	530.3	0.4	-7.1	0.0399	26925			
1974-04-11T19:00:00.000Z	530.2	-0.2	-8.4	0.0363	19569			
1974-04-11T20:00:00.000Z	530.6	0.3	-6.1	0.0258	13272			
1974-04-11T21:00:00.000Z	532.4	0.5	-2.7	0.0161	5255			
1974-04-11T22:00:00.000Z	527.4	0.5	-2.6	0.0255	13588			
1974-04-11T23:00:00.000Z	521.3	-0.1	-5.7	0.0384	27623			
1974-04-12T00:00:00.000Z	522.7	0.2	-7.2	0.0274	21989			
1974-04-12T01:00:00.000Z	521.5	-0.1	-7.6	0.0358	16753			
1974-04-12T02:00:00.000Z	520.8	0.1	-3.8	0.0193	15611			
1974-04-12T03:00:00.000Z	526	-0.4	-6.8	0.0319	10798			
1974-04-12T04:00:00.000Z	517	-0.6	-8.8	0.0611	50381			
1974-04-12T05:00:00.000Z	516.9	-1.4	-9.8	0.066	50421			
1974-04-12T06:00:00.000Z	511.2	-0.1	-9.7	0.0642	45719			
1974-04-12T07:00:00.000Z	510.1	-0.3	-8.3	0.048	36286			
1974-04-12T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-12T09:00:00.000Z	510.1	-2.1	-7.6	0.0261	14632			
1974-04-12T10:00:00.000Z	511.8	-1	-7.6	0.0241	11760			
1974-04-12T11:00:00.000Z	507.6	-0.6	-8.7	0.0325	14712			
1974-04-12T12:00:00.000Z	506.4	-0.7	-9.1	0.0413	25355			
1974-04-12T13:00:00.000Z	509.5	-1.6	-7.3	0.0215	13386			
1974-04-12T14:00:00.000Z	507.3	-2.4	-8.4	0.0299	23576			
1974-04-12T15:00:00.000Z	506.7	-0.9	-8.6	0.0359	27254			
1974-04-12T16:00:00.000Z	503.9	0.4	-5.2	0.026	16656			
1974-04-12T17:00:00.000Z	515.2	-0.7	-2.7	0.0176	10690			
1974-04-12T18:00:00.000Z	500.9	0.3	-10	0.054	27647			
1974-04-12T19:00:00.000Z	501.4	0.6	-2.2	0.0178	8470			
1974-04-12T20:00:00.000Z	500.6	0.8	-2	0.0191	8867			
1974-04-12T21:00:00.000Z	502.7	0.2	-2.1	0.0155	6781			
1974-04-12T22:00:00.000Z	507.9	-0.9	-1.7	0.0011	10580			
1974-04-12T23:00:00.000Z	500.7	-0.1	-1.8	0.0185	10201			
1974-04-13T00:00:00.000Z	497.6	1.1	-1.2	0.0241	11513			
1974-04-13T01:00:00.000Z	515.3	1	-0.1	0.0588	23282			
1974-04-13T02:00:00.000Z	493.6	0.5	-2.1	0.0229	11697			
1974-04-13T03:00:00.000Z	494.4	-1.9	0.1	0.0007	10047			
1974-04-13T04:00:00.000Z	499.7	-0.4	-1.4	0.0122	3945			
1974-04-13T05:00:00.000Z	498.9	-0.1	-1.4	0.0144	5173			
1974-04-13T06:00:00.000Z	496.5	0.4	-1.3	0.0133	5951			
1974-04-13T07:00:00.000Z	495.2	0.1	-1.7	0.0139	5235			
1974-04-13T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-13T09:00:00.000Z	485.4	0.9	-1.2	0.0219	10295			
1974-04-13T10:00:00.000Z	482.7	0.9	-8	0.0367	24106			
1974-04-13T11:00:00.000Z	481.5	0.2	-10.1	0.0571	39271			
1974-04-13T12:00:00.000Z	486.5	0.2	-8.4	0.0746	50590			
1974-04-13T13:00:00.000Z	481.4	0.7	-3.3	0.0148	15373			
1974-04-13T14:00:00.000Z	478.2	0.9	-1.7	0.0148	8332			
1974-04-13T15:00:00.000Z	474.7	1.2	-3.1	0.0165	5684			
1974-04-13T16:00:00.000Z	467.4	1.6	-5.7	0.0351	11716			
1974-04-13T17:00:00.000Z	470.5	1.3	-1.9	0.0312	8541			
1974-04-13T18:00:00.000Z	466.4	0.9	-1.7	0.0383	20611			
1974-04-13T19:00:00.000Z	468.7	0.6	-2.9	0.0264	3155			
1974-04-13T20:00:00.000Z	465.1	1.1	-2.5	0.0365	5702			
1974-04-13T21:00:00.000Z	461.7	1.2	-2.9	0.0324	3276			
1974-04-13T22:00:00.000Z	460.7	1.3	-3.3	0.033	4227			
1974-04-13T23:00:00.000Z	466.5	0.5	-1.2	0.0391	30630			
1974-04-14T00:00:00.000Z	467.6	0.1	-4.4	0.0397	4661			
1974-04-14T01:00:00.000Z	465.4	1.3	-6.4	0.0491	7577			
1974-04-14T02:00:00.000Z	460.9	1.6	-8.1	0.0568	12981			
1974-04-14T03:00:00.000Z	472	-0.7	-8.1	0.0971	18884			
1974-04-14T04:00:00.000Z	459.4	0.5	-9.9	0.1197	40105			
1974-04-14T05:00:00.000Z	461.4	1.8	-11.2	0.1108	17962			
1974-04-14T06:00:00.000Z	460.8	0	-0.1	0.0653	7672			
1974-04-14T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-14T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-14T09:00:00.000Z	449.7	-0.3	0.4	0.0612	7931			
1974-04-14T10:00:00.000Z	448.4	0.2	0.2	0.0524	3057			
1974-04-14T11:00:00.000Z	453.1	1	0.3	0.0533	9455			
1974-04-14T12:00:00.000Z	446.6	0.3	-6.2	0.0391	10417			
1974-04-14T13:00:00.000Z	447.7	-0.3	-8.4	0.035	15859			
1974-04-14T14:00:00.000Z	447.2	0.8	-6.4	0.0485	10144			
1974-04-14T15:00:00.000Z	441.2	0.9	-7.1	0.0455	13008			
1974-04-14T16:00:00.000Z	442.4	0.4	-3.1	0.0392	4670			
1974-04-14T17:00:00.000Z	442.4	0.4	-2.9	0.0329	4791			
1974-04-14T18:00:00.000Z	443.8	0.7	-1.8	0.0292	4234			
1974-04-14T19:00:00.000Z	438.2	0.8	-3.2	0.0221	1049			
1974-04-14T20:00:00.000Z	439.8	0.9	-2.7	0.0346	4337			
1974-04-14T21:00:00.000Z	435.2	0.7	-3	0.0289	7536			
1974-04-14T22:00:00.000Z	437.5	0.9	-2.9	0.0576	10425			
1974-04-14T23:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-15T00:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-15T01:00:00.000Z	431.8	1.4	-2.7	0.024	7271			
1974-04-15T02:00:00.000Z	431.2	0.2	-4	0.0653	10157			
1974-04-15T03:00:00.000Z	432	0.2	-3.3	0.022	7246			
1974-04-15T04:00:00.000Z	438.4	0.4	-3.2	0.0317	2337			
1974-04-15T05:00:00.000Z	432.9	0.2	-2.8	0.0347	5459			
1974-04-15T06:00:00.000Z	426.8	0.8	-3.4	0.0385	4494			
1974-04-15T07:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-15T08:00:00.000Z	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31	-1.00E+31			
1974-04-15T09:00:00.000Z	427.9	-0.9	-5	0.0611	12816			
1974-04-15T10:00:00.000Z	424.8	1	-9	0.102	27522			
1974-04-15T11:00:00.000Z	424.8	-0.3	-9.8	0.0918	22697			
